"","gene1","gene2","max","min","spread","rms_mean","rms_auto"
"2415",31,91,0.415655441184749,0.415655374651472,6.65332769989035e-08,2.24822229664182e-06,3.97200409518934e-08
"2416",31,92,0.415668715261234,0.415668224940994,4.90320240020825e-07,1.08523386749844e-05,2.900552985423e-07
"2417",31,93,0.415675091451957,0.415675085159896,6.29206103885949e-09,1.74341628917582e-05,3.75799709159055e-09
"2418",31,94,0.415630468079819,0.415630413874283,5.42055360042148e-08,2.72153668329383e-05,3.18373835798615e-08
"2419",32,33,0.415670480226202,0.415670435363393,4.48628090232717e-08,1.28101632777602e-05,2.94585055582947e-08
"2420",32,34,0.415688940624268,0.415688940020188,6.04079952726266e-10,3.12856951466479e-05,3.58582982091155e-10
"2421",32,35,0.415657373205554,0.415656970809447,4.02396106990999e-07,4.5900063709552e-07,2.65488336657098e-07
"2422",32,36,0.415673034201071,0.415673027460271,6.74079997375898e-09,1.53761281452157e-05,4.23871584029644e-09
"2423",32,37,0.415650792780526,0.415650719343671,7.34368550414644e-08,6.88601722947039e-06,4.86798531237078e-08
"2424",32,38,0.415665271229155,0.415665149188973,1.22040181960159e-07,7.53984815078548e-06,7.82182781584849e-08
"2425",32,39,0.415649360351852,0.415649343149525,1.72023270073041e-08,8.30241942308457e-06,1.02267894749281e-08
"2426",32,40,0.415644967130077,0.415644959186919,7.94315796470713e-09,1.26914136120957e-05,4.81634346764205e-09
"2427",32,41,0.415642815842896,0.415642815009063,8.33832947133573e-10,1.48391809968648e-05,5.25488632442723e-10
"2428",32,42,0.415655547113537,0.415655546271562,8.41975045240417e-10,2.1078851947553e-06,5.20909405410761e-10
"2429",32,43,0.415696313544048,0.415696313488973,5.50750001160338e-11,3.86588602393976e-05,3.81307599292636e-11
"2430",32,44,0.415651509756634,0.415651492237356,1.75192780282885e-08,6.15370511174268e-06,1.16450287614287e-08
"2431",32,45,0.415649982606096,0.415649982349363,2.56732968217932e-10,7.67215683824333e-06,1.58874946100334e-10
"2432",32,46,0.415665512948824,0.415665475182103,3.77667209727761e-08,7.84311618815977e-06,2.38570857563709e-08
"2433",32,47,0.415666640554197,0.415666427814384,2.12739812988083e-07,8.89022680644653e-06,1.26413298224834e-07
"2434",32,48,0.415657188624441,0.415657020224158,1.68400282996028e-07,5.32661282326418e-07,1.04229176790621e-07
"2435",32,49,0.415654113004466,0.415653911301632,2.0170283399068e-07,3.61741439118232e-06,1.29608842657249e-07
"2436",32,50,0.415672737628652,0.415672709905698,2.77229539880075e-08,1.50708921485508e-05,1.69269783415161e-08
"2437",32,51,0.415658703535756,0.41565863125147,7.22842860012562e-08,1.02851447265698e-06,4.90087594782406e-08
"2438",32,52,0.415674777187722,0.415674774473331,2.71439098975534e-09,1.71212356751953e-05,1.57193412587843e-09
"2439",32,53,0.41564201524044,0.415641906901341,1.0833909896979e-07,1.56763710474915e-05,7.13544368600501e-08
"2440",32,54,0.415682181312985,0.415682161345534,1.99674510259484e-08,2.45155960686031e-05,1.25831355901312e-08
"2441",32,55,0.415664962005219,0.415664848092295,1.13912924037951e-07,7.26957144024735e-06,7.28902177346198e-08
"2442",32,56,0.41565690533714,0.415656539642913,3.65694227011382e-07,8.86384424780899e-07,2.32359343172384e-07
"2443",32,57,0.415664804131506,0.41566471478095,8.93505560095598e-08,7.1132945702683e-06,5.36862268530989e-08
"2444",32,58,0.415655588182961,0.415655477145106,1.11037855021756e-07,2.10948075038827e-06,6.76414509839979e-08
"2445",32,59,0.415654262250153,0.415654200513771,6.17363820065719e-08,3.4181934992434e-06,3.66938263284924e-08
"2446",32,60,0.415673830237425,0.415673820064914,1.01725110002171e-08,1.61711221894292e-05,6.02796257967131e-09
"2447",32,61,0.415674117699444,0.41567411417661,3.52283402449416e-09,1.64617934465033e-05,2.26870720010906e-09
